u1314,Tefal: История бренда,0,2014.2.25,,0,не установлен,71
u815,Tefal: История бренда,0,2014.7.16,8,,не установлен,72
u615,Tefal: История бренда,0,2014.7.16,8,,не установлен,73
u570,Tefal: История бренда,0,2014.7.16,8,,не установлен,74
u128,Tefal: История бренда,0,2014.7.16,8,,не установлен,75
u740,Tefal: История бренда,0,2014.12.04,8,,не установлен,76
u663,Tefal: История бренда,0,2014.02.12,,0,u417,77
u1790,Tefal: История бренда,0,2014.2.25,,0,u335,78
u1644,Tefal: История бренда,0,2014.02.12,,0,u335,79
u920,Tefal: История бренда,0,2014.7.16,8,,u335,80
u211,Tefal: История бренда,0,2014.11.12,8,,u335,81
u1927,Tefal: продукт,0,2014.2.19,,0,не установлен,82
u1823,Tefal: продукт,0,2014.2.19,,0,не установлен,83
u1675,Tefal: продукт,0,2014.2.19,,0,не установлен,84
u1622,Tefal: продукт,0,2014.2.19,,0,не установлен,85
u673,Tefal: продукт,0,2014.02.11,,0,не установлен,86
u427,Tefal: продукт,0,2014.3.18,,0,не установлен,87
u1783,Tefal: продукт,0,2014.3.18,,0,не установлен,88
u1723,Tefal: продукт,0,2014.3.18,,0,не установлен,89
u1628,Tefal: продукт,0,2014.2.26,,0,не установлен,90
u1628,Tefal: продукт,0,2014.2.25,,0,не установлен,91
u1566,Tefal: продукт,0,2014.3.18,,0,не установлен,92
u1314,Tefal: продукт,0,2014.2.26,,0,не установлен,93
u1314,Tefal: продукт,0,2014.2.25,,0,не установлен,94
u932,Tefal: продукт,0,2014.07.10,8,,не установлен,95
u694,Tefal: продукт,0,2014.07.10,8,,не установлен,96
u551,Tefal: продукт,0,2014.07.10,8,,не установлен,97
u534,Tefal: продукт,0,2014.07.10,8,,не установлен,98
u1487,Tefal: продукт,0,2014.07.10,8,,не установлен,99
u816,Tefal: продукт,0,2014.06.07,8,,не установлен,100
u1981,Tefal: продукт,0,2014.06.07,8,,не установлен,101
u1596,Tefal: продукт,0,2014.06.07,8,,не установлен,102
u1556,Tefal: продукт,0,2014.06.07,8,,не установлен,103
u1476,Tefal: продукт,0,2014.06.07,8,,не установлен,104
u815,Tefal: продукт,0,2014.7.15,8,,не установлен,105
u615,Tefal: продукт,0,2014.7.15,8,,не установлен,106
u570,Tefal: продукт,0,2014.7.15,8,,не установлен,107
u128,Tefal: продукт,0,2014.7.15,8,,не установлен,108
u740,Tefal: продукт,0,2014.12.03,8,,не установлен,109
u1798,Tefal: продукт,0,2014.5.20,8,,не установлен,110
u1798,Tefal: продукт,0,2014.5.20,8,,не установлен,111
u1717,Tefal: продукт,0,2014.5.20,8,,не установлен,112
u1717,Tefal: продукт,0,2014.5.20,8,,не установлен,113
u848,Tefal: продукт,0,2014.04.01,8,,не установлен,114
u1711,Tefal: продукт,0,2014.04.01,8,,не установлен,115
u663,Tefal: продукт,0,2014.02.11,,0,u417,116
u1604,Tefal: продукт,0,2014.04.01,8,,u417,117
u1699,Tefal: продукт,0,2014.5.20,8,,u375,118
u1699,Tefal: продукт,0,2014.5.20,8,,u375,119
u1790,Tefal: продукт,0,2014.2.26,,0,u335,120
u1790,Tefal: продукт,0,2014.2.25,,0,u335,121
u1644,Tefal: продукт,0,2014.02.11,,0,u335,122
u920,Tefal: продукт,0,2014.7.15,8,,u335,123
u211,Tefal: продукт,0,2014.11.11,8,,u335,124
u816,Tefal: Розничные технологии,0,2014.06.09,8,,не установлен,125
u1981,Tefal: Розничные технологии,0,2014.06.09,8,,не установлен,126
u1596,Tefal: Розничные технологии,0,2014.06.09,8,,не установлен,127
u1556,Tefal: Розничные технологии,0,2014.06.09,8,,не установлен,128
u1476,Tefal: Розничные технологии,0,2014.06.09,8,,не установлен,129
u427,Tefal: Розничные технологии,0,2014.3.20,,0,не установлен,130
u415,Tefal: Розничные технологии,0,2014.09.04,8,,не установлен,131
u2075,Tefal: Розничные технологии,0,2014.09.04,8,,не установлен,132
u1783,Tefal: Розничные технологии,0,2014.3.20,,0,не установлен,133
u1723,Tefal: Розничные технологии,0,2014.3.20,,0,не установлен,134
u1628,Tefal: Розничные технологии,0,2014.2.27,,0,не установлен,135
u1566,Tefal: Розничные технологии,0,2014.3.20,,0,не установлен,136
u1314,Tefal: Розничные технологии,0,2014.2.27,,0,не установлен,137
u815,Tefal: Розничные технологии,0,2014.7.17,8,,не установлен,138
u615,Tefal: Розничные технологии,0,2014.7.17,8,,не установлен,139
u570,Tefal: Розничные технологии,0,2014.7.17,8,,не установлен,140
u206,Tefal: Розничные технологии,0,2014.7.17,8,,не установлен,141
u128,Tefal: Розничные технологии,0,2014.7.17,8,,не установлен,142
u1798,Tefal: Розничные технологии,0,2014.5.22,8,,не установлен,143
u1717,Tefal: Розничные технологии,0,2014.5.22,8,,не установлен,144
u948,Tefal: Розничные технологии,0,2014.09.04,8,,u417,145
u1891,Tefal: Розничные технологии,0,2014.2.27,,0,u375,146
u1699,Tefal: Розничные технологии,0,2014.5.22,8,,u375,147
u1920,Tefal: Розничные технологии,0,2014.2.27,,0,u335,148
u1790,Tefal: Розничные технологии,0,2014.2.27,,0,u335,149
u920,Tefal: Розничные технологии,0,2014.7.17,8,,u335,150
u1927,Tefal: Технология дорогих продаж,0,2014.2.21,,0,не установлен,151
u1823,Tefal: Технология дорогих продаж,0,2014.2.21,,0,не установлен,152
u1675,Tefal: Технология дорогих продаж,0,2014.2.21,,0,не установлен,153
u1622,Tefal: Технология дорогих продаж,0,2014.2.21,,0,не установлен,154
u673,Tefal: Технология дорогих продаж,0,2014.2.13,,0,не установлен,155
u427,Tefal: Технология дорогих продаж,0,2014.3.21,,0,не установлен,156
u415,Tefal: Технология дорогих продаж,0,2014.09.05,8,,не установлен,157
u2075,Tefal: Технология дорогих продаж,0,2014.09.05,8,,не установлен,158
u1783,Tefal: Технология дорогих продаж,0,2014.3.21,,0,не установлен,159
u1723,Tefal: Технология дорогих продаж,0,2014.3.21,,0,не установлен,160
u1628,Tefal: Технология дорогих продаж,0,2014.2.28,,0,не установлен,161
u1628,Tefal: Технология дорогих продаж,0,2014.2.27,,0,не установлен,162
u1566,Tefal: Технология дорогих продаж,0,2014.3.21,,0,не установлен,163
u1314,Tefal: Технология дорогих продаж,0,2014.2.28,,0,не установлен,164
u1314,Tefal: Технология дорогих продаж,0,2014.2.27,,0,не установлен,165
u816,Tefal: Технология дорогих продаж,0,2014.06.10,8,,не установлен,166
u1981,Tefal: Технология дорогих продаж,0,2014.06.10,8,,не установлен,167
u1596,Tefal: Технология дорогих продаж,0,2014.06.10,8,,не установлен,168
u1556,Tefal: Технология дорогих продаж,0,2014.06.10,8,,не установлен,169
u1476,Tefal: Технология дорогих продаж,0,2014.06.10,8,,не установлен,170
u815,Tefal: Технология дорогих продаж,0,2014.7.18,8,,не установлен,171
u615,Tefal: Технология дорогих продаж,0,2014.7.18,8,,не установлен,172
u570,Tefal: Технология дорогих продаж,0,2014.7.18,8,,не установлен,173
u206,Tefal: Технология дорогих продаж,0,2014.7.18,8,,не установлен,174
u128,Tefal: Технология дорогих продаж,0,2014.7.18,8,,не установлен,175
u740,Tefal: Технология дорогих продаж,0,2014.12.05,8,,не установлен,176
u1798,Tefal: Технология дорогих продаж,0,2014.5.23,8,,не установлен,177
u1717,Tefal: Технология дорогих продаж,0,2014.5.23,8,,не установлен,178
u1861,Tefal: Технология дорогих продаж,0,2014.04.10,8,,не установлен,179
u1855,Tefal: Технология дорогих продаж,0,2014.04.10,8,,не установлен,180
u1762,Tefal: Технология дорогих продаж,0,2014.04.10,8,,не установлен,181
u948,Tefal: Технология дорогих продаж,0,2014.09.05,8,,u417,182
u663,Tefal: Технология дорогих продаж,0,2014.2.13,,0,u417,183
u2080,Tefal: Технология дорогих продаж,0,2014.1.17,,0,u390,184
u1891,Tefal: Технология дорогих продаж,0,2014.2.28,,0,u375,185
u1891,Tefal: Технология дорогих продаж,0,2014.2.27,,0,u375,186
u1699,Tefal: Технология дорогих продаж,0,2014.5.23,8,,u375,187
u1920,Tefal: Технология дорогих продаж,0,2014.2.28,,0,u335,188
u1920,Tefal: Технология дорогих продаж,0,2014.2.27,,0,u335,189
u1790,Tefal: Технология дорогих продаж,0,2014.2.28,,0,u335,190
u1790,Tefal: Технология дорогих продаж,0,2014.2.27,,0,u335,191
u1644,Tefal: Технология дорогих продаж,0,2014.2.13,,0,u335,192
u920,Tefal: Технология дорогих продаж,0,2014.7.18,8,,u335,193
u211,Tefal: Технология дорогих продаж,0,2014.11.14,8,,u335,194
u211,Tefal: Технология дорогих продаж,0,2014.11.13,8,,u335,195
u2081,Tefal: Технология дорогих продаж,0,2014.04.10,8,,u335,196
u2062,Английский язык: УРОК 3,0,2014.1.20,,0,не установлен,197
u817,Английский язык: УРОК 3,0,2014.1.20,,0,u417,198
u91,Английский язык: УРОК 3,0,2014.1.20,,0,u335,199
u2062,Английский язык: УРОК 4,0,2014.1.27,,0,не установлен,200
u817,Английский язык: УРОК 4,0,2014.1.27,,0,u417,201
u91,Английский язык: УРОК 4,0,2014.1.27,,0,u335,202
u356,Английский язык: УРОК 5,0,2014.1.24,,0,u335,203
u1175,Английский язык: УРОК 5,0,2014.1.24,,0,u1946,204
u870,Английский язык: УРОК 6,1,2014.1.13,,0,u390,205
u5,Английский язык: УРОК 6,1,2014.1.14,,0,u390,206
u1977,Английский язык: УРОК 6,1,2014.1.13,,0,u390,207
u1804,Английский язык: УРОК 6,1,2014.1.13,,0,u390,208
u1801,Английский язык: УРОК 6,1,2014.1.13,,0,u390,209
u1578,Английский язык: УРОК 6,1,2014.1.13,,0,u390,210
u356,Английский язык: УРОК 6,0,2014.1.31,,0,u335,211
u1175,Английский язык: УРОК 6,0,2014.1.31,,0,u1946,212
u870,Английский язык: УРОК 7,1,2014.1.16,,0,u390,213
u5,Английский язык: УРОК 7,1,2014.1.17,,0,u390,214
u1853,Английский язык: УРОК 7,1,2014.1.16,,0,u390,215
u1804,Английский язык: УРОК 7,1,2014.1.17,,0,u390,216
u1801,Английский язык: УРОК 7,1,2014.1.16,,0,u390,217
u917,Английский язык: УРОК 8,1,2014.1.27,,0,u390,218
u870,Английский язык: УРОК 8,1,2014.1.27,,0,u390,219
u5,Английский язык: УРОК 8,1,2014.1.29,,0,u390,220
u1853,Английский язык: УРОК 8,1,2014.1.27,,0,u390,221
u1801,Английский язык: УРОК 8,1,2014.1.28,,0,u390,222
u921,Английский язык: ЭКЗАМЕН,1,2014.02.03,,"0,91",u390,223
u917,Английский язык: ЭКЗАМЕН,1,2014.02.03,,"1,16",u390,224
u870,Английский язык: ЭКЗАМЕН,1,2014.02.04,,"4,35",u390,225
u762,Английский язык: ЭКЗАМЕН,1,2014.02.03,,"4,8",u390,226
u518,Английский язык: ЭКЗАМЕН,1,2014.02.05,,0,u390,227
u5,Английский язык: ЭКЗАМЕН,1,2014.02.03,,"4,36",u390,228
u491,Английский язык: ЭКЗАМЕН,1,2014.02.03,,"1,08",u390,229
u2080,Английский язык: ЭКЗАМЕН,1,2014.02.05,,0,u390,230
u2077,Английский язык: ЭКЗАМЕН,1,2014.02.04,,"1,08",u390,231
u1977,Английский язык: ЭКЗАМЕН,1,2014.02.04,,"1,75",u390,232
u1853,Английский язык: ЭКЗАМЕН,1,2014.02.03,,"4,8",u390,233
u1801,Английский язык: ЭКЗАМЕН,1,2014.02.04,,"4,3",u390,234
u1797,Английский язык: ЭКЗАМЕН,1,2014.02.05,,0,u390,235
u1629,Английский язык: ЭКЗАМЕН,1,2014.02.03,,"4,98",u390,236
u1578,Английский язык: ЭКЗАМЕН,1,2014.02.06,,"1,6",u390,237
u838,Аттестация (Тест 1 кейс),0,2014.09.10,1,,не установлен,238
u2029,Аттестация (Тест 1 кейс),1,2014.10.29,6,,не установлен,239
u132,Аттестация (Тест 1 кейс),1,2014.10.30,2,,не установлен,240
u300,Аттестация (Тест 1 кейс),1,2014.10.28,4,,не установлен,241
u1829,Аттестация (Тест 1 кейс),1,2014.10.28,4,,не установлен,242
u910,Аттестация (Тест 1 кейс),1,2014.8.28,1,,не установлен,243
u328,Аттестация (Тест 1 кейс),1,2014.8.28,1,,не установлен,244
u822,Аттестация (Тест 1 кейс),0,2014.10.30,4,,не установлен,245
u1344,Аттестация (Тест 1 кейс),0,2014.7.31,3,,не установлен,246
u874,Аттестация (Тест 1 кейс),0,2014.2.25,1,,не установлен,247
u874,Аттестация (Тест 1 кейс),0,2014.2.25,1,,не установлен,248
u874,Аттестация (Тест 1 кейс),0,2014.2.25,1,,не установлен,249
u793,Аттестация (Тест 1 кейс),0,2014.2.25,1,105,не установлен,250
u793,Аттестация (Тест 1 кейс),0,2014.2.25,1,105,не установлен,251
u793,Аттестация (Тест 1 кейс),0,2014.2.25,1,105,не установлен,252
u1332,Аттестация (Тест 1 кейс),0,2014.2.25,1,,не установлен,253
u1332,Аттестация (Тест 1 кейс),0,2014.2.25,1,,не установлен,254
u1332,Аттестация (Тест 1 кейс),0,2014.2.25,1,,не установлен,255
u1190,Аттестация (Тест 1 кейс),0,2014.2.24,1,103,не установлен,256
u1190,Аттестация (Тест 1 кейс),0,2014.2.24,1,103,не установлен,257
u1190,Аттестация (Тест 1 кейс),0,2014.2.24,1,103,не установлен,258
u752,Аттестация (Тест 1 кейс),0,2014.10.28,1,,не установлен,259
u853,Аттестация (Тест 1 кейс),1,2014.10.28,"0,5",,не установлен,260
u1527,Аттестация (Тест 1 кейс),1,2014.3.26,,"4,4",не установлен,261
u673,Аттестация (Тест 1 кейс),0,2014.3.31,,"4,3",не установлен,262
u569,Аттестация (Тест 1 кейс),0,2014.1.13,,"4,5",не установлен,263
u500,Аттестация (Тест 1 кейс),0,2014.1.13,,"4,3",не установлен,264
u370,Аттестация (Тест 1 кейс),0,2014.1.13,,"4,8",не установлен,265
u326,Аттестация (Тест 1 кейс),0,2014.1.14,,"3,5",не установлен,266
u260,Аттестация (Тест 1 кейс),0,2014.1.14,,"4,4",не установлен,267
u1504,Аттестация (Тест 1 кейс),0,2014.1.24,,"4,3",не установлен,268
u1314,Аттестация (Тест 1 кейс),0,2014.3.31,,"4,6",не установлен,269
u1171,Аттестация (Тест 1 кейс),0,2014.1.14,,"4,3",не установлен,270
u1120,Аттестация (Тест 1 кейс),0,2014.1.13,,"4,3",не установлен,271
u1043,Аттестация (Тест 1 кейс),0,2014.1.13,,"4,3",не установлен,272
u1843,Аттестация (Тест 1 кейс),0,2014.1.27,,0,не установлен,273
u1848,Аттестация (Тест 1 кейс),0,2014.3.24,,,не установлен,274
u1628,Аттестация (Тест 1 кейс),0,2014.3.24,,,не установлен,275
u985,Аттестация (Тест 1 кейс),0,2014.10.29,6,,не установлен,276
u985,Аттестация (Тест 1 кейс),0,2014.10.29,6,,не установлен,277
u985,Аттестация (Тест 1 кейс),0,2014.10.29,6,,не установлен,278
u970,Аттестация (Тест 1 кейс),0,2014.9.26,,"3,7",не установлен,279
u970,Аттестация (Тест 1 кейс),0,2014.9.26,,"3,7",не установлен,280
u957,Аттестация (Тест 1 кейс),0,2014.9.26,,"4,97",не установлен,281
u957,Аттестация (Тест 1 кейс),0,2014.9.26,,"4,97",не установлен,282
u837,Аттестация (Тест 1 кейс),0,2014.9.29,,0,не установлен,283
u837,Аттестация (Тест 1 кейс),0,2014.9.29,,0,не установлен,284
u740,Аттестация (Тест 1 кейс),0,2014.12.18,,,не установлен,285
u740,Аттестация (Тест 1 кейс),0,2014.12.18,,,не установлен,286
u737,Аттестация (Тест 1 кейс),0,2014.10.29,6,,не установлен,287
u737,Аттестация (Тест 1 кейс),0,2014.10.29,6,,не установлен,288
u737,Аттестация (Тест 1 кейс),0,2014.10.29,6,,не установлен,289
u723,Аттестация (Тест 1 кейс),0,2014.9.26,,"4,4",не установлен,290
u723,Аттестация (Тест 1 кейс),0,2014.9.26,,"4,4",не установлен,291
u608,Аттестация (Тест 1 кейс),0,2014.9.26,,"4,45",не установлен,292
u608,Аттестация (Тест 1 кейс),0,2014.9.26,,"4,45",не установлен,293
u570,Аттестация (Тест 1 кейс),0,2014.10.31,8,,не установлен,294
u570,Аттестация (Тест 1 кейс),0,2014.10.31,8,,не установлен,295
u570,Аттестация (Тест 1 кейс),0,2014.10.31,8,,не установлен,296
u472,Аттестация (Тест 1 кейс),0,2014.10.30,1,,не установлен,297
u422,Аттестация (Тест 1 кейс),0,2014.10.29,6,,не установлен,298
u422,Аттестация (Тест 1 кейс),0,2014.10.29,6,,не установлен,299
u422,Аттестация (Тест 1 кейс),0,2014.10.29,6,,не установлен,300
u422,Аттестация (Тест 1 кейс),0,2014.9.30,,"4,1",не установлен,301
u415,Аттестация (Тест 1 кейс),0,2014.10.29,1,,не установлен,302
u388,Аттестация (Тест 1 кейс),0,2014.9.30,,"4,5",не установлен,303
u2033,Аттестация (Тест 1 кейс),0,2014.10.28,8,,не установлен,304
u2033,Аттестация (Тест 1 кейс),0,2014.10.28,8,,не установлен,305
u2033,Аттестация (Тест 1 кейс),0,2014.10.28,8,,не установлен,306
u970,Аттестация (Тест 1 кейс),0,2014.8.26,1,,не установлен,307
u970,Аттестация (Тест 1 кейс),0,2014.8.26,1,,не установлен,308
u679,Аттестация (Тест 1 кейс),0,2014.8.26,1,"4,45",не установлен,309
u679,Аттестация (Тест 1 кейс),0,2014.8.26,1,"4,45",не установлен,310
u589,Аттестация (Тест 1 кейс),0,2014.8.26,1,"4,3",не установлен,311
u589,Аттестация (Тест 1 кейс),0,2014.8.26,1,"4,3",не установлен,312
u242,Аттестация (Тест 1 кейс),0,2014.8.26,1,"4,37",не установлен,313
u242,Аттестация (Тест 1 кейс),0,2014.8.26,1,"4,37",не установлен,314
u241,Аттестация (Тест 1 кейс),0,2014.8.26,1,"3,95",не установлен,315
u241,Аттестация (Тест 1 кейс),0,2014.8.26,1,"3,95",не установлен,316
u197,Аттестация (Тест 1 кейс),0,2014.8.26,1,"4,57",не установлен,317
u197,Аттестация (Тест 1 кейс),0,2014.8.26,1,"4,57",не установлен,318
u161,Аттестация (Тест 1 кейс),0,2014.8.26,1,"4,35",не установлен,319
u161,Аттестация (Тест 1 кейс),0,2014.8.26,1,"4,35",не установлен,320
u970,Аттестация (Тест 1 кейс),0,2014.8.27,1,3,не установлен,321
u970,Аттестация (Тест 1 кейс),0,2014.8.27,1,3,не установлен,322
u582,Аттестация (Тест 1 кейс),0,2014.8.27,1,,не установлен,323
u582,Аттестация (Тест 1 кейс),0,2014.8.27,1,,не установлен,324
u201,Аттестация (Тест 1 кейс),0,2014.8.27,1,,не установлен,325
u201,Аттестация (Тест 1 кейс),0,2014.8.27,1,,не установлен,326
u605,Аттестация (Тест 1 кейс),0,2014.6.30,8,"3,6",не установлен,327
u605,Аттестация (Тест 1 кейс),0,2014.6.30,8,"3,6",не установлен,328
u605,Аттестация (Тест 1 кейс),0,2014.6.30,8,"3,6",не установлен,329
u1444,Аттестация (Тест 1 кейс),0,2014.6.30,8,"4,43",не установлен,330
u1444,Аттестация (Тест 1 кейс),0,2014.6.30,8,"4,43",не установлен,331
u1444,Аттестация (Тест 1 кейс),0,2014.6.30,8,"4,43",не установлен,332
u1440,Аттестация (Тест 1 кейс),0,2014.6.30,8,"4,48",не установлен,333
u1440,Аттестация (Тест 1 кейс),0,2014.6.30,8,"4,48",не установлен,334
u1440,Аттестация (Тест 1 кейс),0,2014.6.30,8,"4,48",не установлен,335
u1331,Аттестация (Тест 1 кейс),0,2014.6.30,8,"4,35",не установлен,336
u1331,Аттестация (Тест 1 кейс),0,2014.6.30,8,"4,35",не установлен,337
u1331,Аттестация (Тест 1 кейс),0,2014.6.30,8,"4,35",не установлен,338
u941,Аттестация (Тест 1 кейс),0,2014.07.01,8,"4,7",не установлен,339
u941,Аттестация (Тест 1 кейс),0,2014.07.01,8,"4,7",не установлен,340
u1798,Аттестация (Тест 1 кейс),0,2014.06.04,0,"4,4",не установлен,341
u1798,Аттестация (Тест 1 кейс),0,2014.06.04,0,"4,4",не установлен,342
u1783,Аттестация (Тест 1 кейс),0,2014.06.04,0,"4,3",не установлен,343
u1783,Аттестация (Тест 1 кейс),0,2014.06.04,0,"4,3",не установлен,344
u1566,Аттестация (Тест 1 кейс),0,2014.06.04,0,"4,6",не установлен,345
u1566,Аттестация (Тест 1 кейс),0,2014.06.04,0,"4,6",не установлен,346
u99,Аттестация (Тест 1 кейс),0,2014.4.29,1,,не установлен,347
u99,Аттестация (Тест 1 кейс),0,2014.4.29,1,,не установлен,348
u99,Аттестация (Тест 1 кейс),0,2014.4.29,1,,не установлен,349
u874,Аттестация (Тест 1 кейс),0,2014.1.14,1,,не установлен,350
u815,Аттестация (Тест 1 кейс),0,2014.9.30,8,"4,4",не установлен,351
u760,Аттестация (Тест 1 кейс),0,2014.4.28,1,,не установлен,352
u760,Аттестация (Тест 1 кейс),0,2014.4.28,1,,не установлен,353
u760,Аттестация (Тест 1 кейс),0,2014.4.28,1,,не установлен,354
u760,Аттестация (Тест 1 кейс),0,2014.4.28,1,,не установлен,355
u760,Аттестация (Тест 1 кейс),0,2014.4.28,1,,не установлен,356
u727,Аттестация (Тест 1 кейс),0,2014.7.31,3,,не установлен,357
u673,Аттестация (Тест 1 кейс),0,2014.3.31,8,"4,3",не установлен,358
u672,Аттестация (Тест 1 кейс),0,2014.7.31,3,,не установлен,359
u643,Аттестация (Тест 1 кейс),0,2014.7.29,9,"4,58",не установлен,360
u643,Аттестация (Тест 1 кейс),0,2014.7.29,9,"4,58",не установлен,361
u640,Аттестация (Тест 1 кейс),0,2014.07.03,1,"4,95",не установлен,362
u633,Аттестация (Тест 1 кейс),0,2014.10.30,4,,не установлен,363
u605,Аттестация (Тест 1 кейс),0,2014.7.30,9,"4,6",не установлен,364
u605,Аттестация (Тест 1 кейс),0,2014.7.30,9,"4,6",не установлен,365
u569,Аттестация (Тест 1 кейс),0,2014.1.13,0,"4,5",не установлен,366
u539,Аттестация (Тест 1 кейс),0,2014.5.29,0,"4,3",не установлен,367
u539,Аттестация (Тест 1 кейс),0,2014.5.29,0,"4,3",не установлен,368
u539,Аттестация (Тест 1 кейс),0,2014.4.28,1,,не установлен,369
u539,Аттестация (Тест 1 кейс),0,2014.4.28,1,,не установлен,370
u539,Аттестация (Тест 1 кейс),0,2014.4.28,1,,не установлен,371
u539,Аттестация (Тест 1 кейс),0,2014.4.28,1,,не установлен,372
u539,Аттестация (Тест 1 кейс),0,2014.4.28,1,,не установлен,373
u528,Аттестация (Тест 1 кейс),0,2014.5.30,8,"4,3",не установлен,374
u528,Аттестация (Тест 1 кейс),0,2014.5.30,8,"4,3",не установлен,375
u500,Аттестация (Тест 1 кейс),0,2014.1.14,1,"4,3",не установлен,376
